Word,Furigana,Romaji,JLPT,Hinshi,Indonesia Meaning
マイク,マイク,maiku,JLPT N3,Noun,mikrofon; mikrofon
真面目,まじめ,majime,JLPT N3,Na-adjective,tekun; serius
負け,まけ,make,JLPT N3,Noun,kekalahan; kerugian
真っ赤,まっか,makka,JLPT N3,Na-adjective,merah terang; merah tua
誠に,まことに,makotoni,JLPT N3,Adverb,memang; sungguh
幕,まく,maku,JLPT N3,Noun,tirai; bendera kecil
ママ,ママ,mama,JLPT N3,Noun,ibu; mama
豆,まめ,mame,JLPT N3,Noun,"kacang-kacangan (khususnya kacang-kacangan yang dapat dimakan atau bijinya, seperti kacang buncis, kacang polong, polong-polongan, dll.); kacang-kacangan"
真似,まね,mane,JLPT N3,Noun,meniru; menyalin
万一,まんいち,manichi,JLPT N3,Noun,keadaan darurat; kejadian yang tidak mungkin terjadi
満足,まんぞく,manzoku,JLPT N3,Noun,kepuasan; rasa puas
丸,まる,maru,JLPT N3,Noun,lingkaran
丸で,まるで,marude,JLPT N3,Adverb,cukup; seluruhnya
真逆,まさか,masaka,JLPT N3,Expression,tidak mungkin; tidak pernah!
正に,まさに,masani,JLPT N3,Adverb,tepat; pastinya
益々,ますます,masumasu,JLPT N3,Adverb,semakin meningkat; semakin banyak
松,まつ,matsu,JLPT N3,Noun,pohon pinus (Pinus spp.)
祭,まつり,matsuri,JLPT N3,Noun,festival; pesta
全く,まったく,mattaku,JLPT N3,Adverb,sungguh; benar-benar
回り,まわり,mawari,JLPT N3,Noun,rotasi
先ず,まず,mazu,JLPT N3,Adverb,pertama (dari semua); sebagai permulaan
貧しい,まずしい,mazushii,JLPT N3,I-adjective,miskin; membutuhkan
芽,め,me,JLPT N3,Noun,tumbuh
名人,めいじん,meijin,JLPT N3,Noun,master; ahli
命令,めいれい,meirei,JLPT N3,Noun,perintah; komando
迷惑,めいわく,meiwaku,JLPT N3,Na-adjective,masalah; gangguan
メモ,メモ,memo,JLPT N3,Noun,memo; catatan
綿,めん,men,JLPT N3,Noun,kapas
面,めん,men,JLPT N3,Noun,menghadapi
メンバー,メンバー,menba-,JLPT N3,Noun,anggota; peserta
面倒,めんどう,mendou,JLPT N3,Na-adjective,masalah; kesulitan
飯,めし,meshi,JLPT N3,Noun,nasi
滅多に,めったに,mettani,JLPT N3,Adverb,jarang; sedikit
実,み,mi,JLPT N3,Noun,buah; kacang
身,み,mi,JLPT N3,Noun,tubuh
見事,みごと,migoto,JLPT N3,Na-adjective,megah; luar biasa
味方,みかた,mikata,JLPT N3,Noun,teman; sekutu
見舞い,みまい,mimai,JLPT N3,Noun,mengunjungi orang sakit atau yang sedang menderita; menulis surat ucapan semoga cepat sembuh
見送り,みおくり,miokuri,JLPT N3,Noun,mengantar; perpisahan
未来,みらい,mirai,JLPT N3,Noun,masa depan (biasanya jauh)
ミルク,ミルク,miruku,JLPT N3,Noun,susu
魅力,みりょく,miryoku,JLPT N3,Noun,pesona; daya tarik
ミス,ミス,misu,JLPT N3,Noun,kesalahan; kekeliruan
密,みつ,mitsu,JLPT N3,Noun,kepadatan; ketebalan
勿論,もちろん,mochiron,JLPT N3,Adverb,Tentu saja; pastinya
文字,もじ,moji,JLPT N3,Noun,huruf (alfabet); karakter
目標,もくひょう,mokuhyou,JLPT N3,Noun,tanda; tujuan
目的,もくてき,mokuteki,JLPT N3,Noun,tujuan; sasaran
木曜,もくよう,mokuyou,JLPT N3,Adverbial noun,Kamis
文句,もんく,monku,JLPT N3,Noun,keluhan; gerutuan
者,もの,mono,JLPT N3,Noun,orang
物語,ものがたり,monogatari,JLPT N3,Noun,kisah; cerita
物事,ものごと,monogoto,JLPT N3,Noun,segala sesuatu; semuanya
物音,ものおと,monooto,JLPT N3,Noun,suara
若しも,もしも,moshimo,JLPT N3,Adverb,jika
元,もと,moto,JLPT N3,Noun,asal; sumber
尤も,もっとも,mottomo,JLPT N3,Conjunction,tetapi kemudian; meskipun
最も,もっとも,mottomo,JLPT N3,Adverb,sebagian besar; sangat
毛布,もうふ,moufu,JLPT N3,Noun,selimut
申し訳,もうしわけ,moushiwake,JLPT N3,Noun,permintaan maaf; alasan
模様,もよう,moyou,JLPT N3,Noun,pola; gambar
夢中,むちゅう,muchuu,JLPT N3,Na-adjective,linglung; (dalam) keadaan trans
無駄,むだ,muda,JLPT N3,Na-adjective,kesia-siaan; ketidakbergunaan
迎え,むかえ,mukae,JLPT N3,Noun,pertemuan; salam
向い,むかい,mukai,JLPT N3,Noun,menghadap; berlawanan
胸,むね,mune,JLPT N3,Noun,dada; payudara
無料,むりょう,muryou,JLPT N3,Noun,gratis; tanpa biaya
無視,むし,mushi,JLPT N3,Noun,mengabaikan; mengesampingkan
虫歯,むしば,mushiba,JLPT N3,Noun,lubang gigi; kerusakan gigi
寧ろ,むしろ,mushiro,JLPT N3,Adverb,lebih baik; lebih tepat
妙,みょう,myou,JLPT N3,Na-adjective,aneh; tidak biasa
名,な,na,JLPT N3,Noun,nama; nama depan
鍋,なべ,nabe,JLPT N3,Noun,panci; pot
眺め,ながめ,nagame,JLPT N3,Noun,pemandangan; tampilan
流れ,ながれ,nagare,JLPT N3,Noun,aliran; arus
内容,ないよう,naiyou,JLPT N3,Noun,subjek; isi
仲,なか,naka,JLPT N3,Noun,hubungan; relasi
半ば,なかば,nakaba,JLPT N3,Adverbial noun,tengah; setengah
仲間,なかま,nakama,JLPT N3,Noun,perusahaan; rekan
中々,なかなか,nakanaka,JLPT N3,Adverb,sangat; cukup besar
生,なま,nama,JLPT N3,No-adjective,mentah; belum dimasak
波,なみ,nami,JLPT N3,Noun,melambai
涙,なみだ,namida,JLPT N3,Noun,air mata; air mata
何で,なんで,nande,JLPT N3,Adverb,Mengapa?; untuk apa?
何でも,なんでも,nandemo,JLPT N3,Expression,apa saja; apa pun yang disukai
何か,なにか,nanika,JLPT N3,Expression,sesuatu
何も,なにも,nanimo,JLPT N3,Expression,tidak ada (dengan kata kerja negatif); tidak ada
何とか,なんとか,nantoka,JLPT N3,Expression,sesuatu; hal lain
直,なお,nao,JLPT N3,Na-adjective,lurus
無し,なし,nashi,JLPT N3,Noun,tanpa
縄,なわ,nawa,JLPT N3,Noun,tali; kawat
何故なら,なぜなら,nazenara,JLPT N3,Conjunction,karena; alasannya adalah
謎,なぞ,nazo,JLPT N3,Noun,teka-teki; misteri
根,ね,ne,JLPT N3,Noun,akar (tanaman)
熱中,ねっちゅう,necchuu,JLPT N3,Noun,menjadi gila (karena sesuatu); antusiasme
願い,ねがい,negai,JLPT N3,Noun,keinginan; harapan
年代,ねんだい,nendai,JLPT N3,Noun,usia; era
年中,ねんじゅう,nenjuu,JLPT N3,Noun,sepanjang tahun; sepanjang tahun
年間,ねんかん,nenkan,JLPT N3,Counter,tahun (periode)
年齢,ねんれい,nenrei,JLPT N3,Noun,usia; tahun
熱心,ねっしん,nesshin,JLPT N3,Na-adjective,semangat; antusiasme
熱帯,ねったい,nettai,JLPT N3,Noun,daerah tropis
鼠,ねずみ,nezumi,JLPT N3,Noun,tikus; mencit
日中,にっちゅう,nicchuu,JLPT N3,Adverbial noun,siang hari; pada siang hari
日常,にちじょう,nichijou,JLPT N3,No-adjective,biasa; teratur
日曜,にちよう,nichiyou,JLPT N3,Adverbial noun,Minggu
苦手,にがて,nigate,JLPT N3,Na-adjective,buruk (dalam hal); lemah (dalam hal)
日本,にほん,nihon,JLPT N3,Noun,Jepang
にっこり,にっこり,nikkori,JLPT N3,Noun,tersenyum manis; tersenyum
日光,にっこう,nikkou,JLPT N3,Noun,sinar matahari
人間,にんげん,ningen,JLPT N3,Noun,manusia; orang
人気,にんき,ninki,JLPT N3,Noun,popularitas; dukungan publik
匂い,におい,nioi,JLPT N3,Noun,bau; aroma
野,の,no,JLPT N3,Noun,dataran; lapangan
ノー,ノー,no-,JLPT N3,Noun,TIDAK
喉,のど,nodo,JLPT N3,Noun,tenggorokan
ノック,ノック,nokku,JLPT N3,Noun,ketuk; mengetuk
残り,のこり,nokori,JLPT N3,Noun,sisa; residu
のんびり,のんびり,nonbiri,JLPT N3,Adverb,riang gembira; sedang bersantai
能,のう,nou,JLPT N3,Noun,bakat; karunia
農業,のうぎょう,nougyou,JLPT N3,Noun,pertanian
農家,のうか,nouka,JLPT N3,Noun,petani; keluarga petani
農民,のうみん,noumin,JLPT N3,Noun,petani; buruh tani
能力,のうりょく,nouryoku,JLPT N3,Noun,kemampuan; fakultas
望み,のぞみ,nozomi,JLPT N3,Noun,keinginan; hasrat
布,ぬの,nuno,JLPT N3,Noun,kain
入場,にゅうじょう,nyuujou,JLPT N3,Noun,pintu masuk; penerimaan
オーバー,オーバー,o-ba-,JLPT N3,Noun,mantel
帯,おび,obi,JLPT N3,Noun,obi; selempang kimono
穏やか,おだやか,odayaka,JLPT N3,Na-adjective,tenang; lembut
オフィス,オフィス,ofuィsu,JLPT N3,Noun,kantor  オフィス: gai1.
お昼,おひる,ohiru,JLPT N3,Adverbial noun,makan siang; tengah hari
老い,おい,oi,JLPT N3,Noun,usia tua; orang tua
丘,おか,oka,JLPT N3,Noun,bukit; ketinggian
沖,おき,oki,JLPT N3,Noun,laut lepas
奥,おく,oku,JLPT N3,Noun,interior; bagian dalam
お前,おまえ,omae,JLPT N3,Pronoun,"Anda (dahulu merupakan gelar kehormatan, sekarang terkadang merupakan istilah merendahkan yang merujuk pada orang yang setara atau lebih rendah kedudukannya)"
お目出度う,おめでとう,omedetou,JLPT N3,Expression,Selamat!; sebuah kesempatan yang membahagiakan!
思い出,おもいで,omoide,JLPT N3,Noun,kenangan; ingatan
主に,おもに,omoni,JLPT N3,Adverb,terutama; pada dasarnya
思わず,おもわず,omowazu,JLPT N3,Adverb,tanpa sengaja; secara refleksif
恩,おん,on,JLPT N3,Noun,bantuan; kebaikan
温暖,おんだん,ondan,JLPT N3,Na-adjective,hangat; sedang
温度,おんど,ondo,JLPT N3,Noun,suhu
鬼,おに,oni,JLPT N3,Noun,oni; raksasa
大いに,おおいに,ooini,JLPT N3,Adverb,sangat; banyak
大屋,おおや,ooya,JLPT N3,Noun,pemilik rumah; nyonya rumah
幼い,おさない,osanai,JLPT N3,I-adjective,sangat muda
汚染,おせん,osen,JLPT N3,Noun,polusi; kontaminasi
お喋り,おしゃべり,oshaberi,JLPT N3,Noun,mengobrol; berbicara
恐らく,おそらく,osoraku,JLPT N3,Adverb,mungkin; kemungkinan besar
恐ろしい,おそろしい,osoroshii,JLPT N3,I-adjective,mengerikan; menakutkan
お互い,おたがい,otagai,JLPT N3,Noun,saling timbal balik; timbal balik
男の人,おとこのひと,otokonohito,JLPT N3,Expression,pria
王,おう,ou,JLPT N3,Noun,raja; penguasa
横断,おうだん,oudan,JLPT N3,Noun,melintasi
王子,おうじ,ouji,JLPT N3,Noun,pangeran
王様,おうさま,ousama,JLPT N3,Noun,raja
泳ぎ,およぎ,oyogi,JLPT N3,Noun,renang
凡そ,およそ,oyoso,JLPT N3,Adverb,kira-kira; kurang lebih
パーセント,パーセント,pa-sento,JLPT N3,Noun,persen; persentase
パイプ,パイプ,paipu,JLPT N3,Noun,pipa; tabung
パイロット,パイロット,pairotto,JLPT N3,Noun,pilot
パス,パス,pasu,JLPT N3,Noun,jalan
パスポート,パスポート,pasupo-to,JLPT N3,Noun,paspor
ペンキ,ペンキ,penki,JLPT N3,Noun,cat
ピクニック,ピクニック,pikunikku,JLPT N3,Noun,"piknik  ピクニック: gai1, ichi1."
ピン,ピン,pin,JLPT N3,Noun,"pin (misalnya, pin jepit rambut, pin bowling, pin golf, dll.)"
ぴったり,ぴったり,pittari,JLPT N3,Adverb,erat; dekat
プラン,プラン,puran,JLPT N3,Noun,rencana
プラス,プラス,purasu,JLPT N3,Noun,ditambah; tambahan
プロ,プロ,puro,JLPT N3,Noun,"profesional  プロ: gai1, ichi1."
来,らい,rai,JLPT N3,Prefix,"tahun depan, dll."
ライター,ライター,raita-,JLPT N3,Noun,lebih ringan
ラケット,ラケット,raketto,JLPT N3,Noun,raket; dayung (dalam tenis meja)
楽,らく,raku,JLPT N3,Na-adjective,kenyamanan; kemudahan
例,れい,rei,JLPT N3,Noun,adat; praktik
礼,れい,rei,JLPT N3,Noun,terima kasih; rasa syukur
礼儀,れいぎ,reigi,JLPT N3,Noun,tata krama; kesopanan
冷静,れいせい,reisei,JLPT N3,Na-adjective,tenang; keteguhan hati
連想,れんそう,rensou,JLPT N3,Noun,keterkaitan (gagasan); diingatkan (tentang sesuatu)
連続,れんぞく,renzoku,JLPT N3,Noun,serial; berurutan
列車,れっしゃ,ressha,JLPT N3,Noun,kereta (biasa)
列,れつ,retsu,JLPT N3,Noun,antrean; baris
利益,りえき,rieki,JLPT N3,Noun,keuntungan; laba
理解,りかい,rikai,JLPT N3,Noun,pemahaman; pengertian
離婚,りこん,rikon,JLPT N3,Noun,perceraian
利口,りこう,rikou,JLPT N3,Na-adjective,pintar; cerdas
陸,りく,riku,JLPT N3,Noun,daratan; pantai
理想,りそう,risou,JLPT N3,Noun,cita-cita; ideal
率,りつ,ritsu,JLPT N3,Noun,tingkat; rasio
ロケット,ロケット,roketto,JLPT N3,Noun,liontin
論文,ろんぶん,ronbun,JLPT N3,Noun,tesis; esai
論争,ろんそう,ronsou,JLPT N3,Noun,perselisihan; kontroversi
労働,ろうどう,roudou,JLPT N3,Noun,kerja manual; tenaga kerja manual
老人,ろうじん,roujin,JLPT N3,Noun,orang tua; lansia
量,りょう,ryou,JLPT N3,Noun,kuantitas; jumlah
両替,りょうがえ,ryougae,JLPT N3,Noun,kembalian; penukaran uang
料金,りょうきん,ryoukin,JLPT N3,Noun,biaya; ongkos
留学,りゅうがく,ryuugaku,JLPT N3,Noun,belajar di luar negeri (biasanya di tingkat universitas)
差,さ,sa,JLPT N3,Noun,perbedaan; variasi
サービス,サービス,sa-bisu,JLPT N3,Noun,layanan; bantuan
砂漠,さばく,sabaku,JLPT N3,Noun,gurun
差別,さべつ,sabetsu,JLPT N3,Noun,diskriminasi; perbedaan
作業,さぎょう,sagyou,JLPT N3,Noun,pekerjaan; operasi
作法,さほう,sahou,JLPT N3,Noun,tata krama; etiket
際,さい,sai,JLPT N3,Adverbial noun,pada kesempatan; keadaan
裁判,さいばん,saiban,JLPT N3,Noun,persidangan; penghakiman
最中,さいちゅう,saichuu,JLPT N3,Adverbial noun,di tengah; puncak
最高,さいこう,saikou,JLPT N3,No-adjective,paling; tertinggi
サイン,サイン,sain,JLPT N3,Noun,tanda tangan
才能,さいのう,sainou,JLPT N3,Noun,bakat; kemampuan
最終,さいしゅう,saishuu,JLPT N3,Noun,terakhir; final
最低,さいてい,saitei,JLPT N3,Na-adjective,paling sedikit; terendah
幸い,さいわい,saiwai,JLPT N3,Na-adjective,kebahagiaan; keberkahan
境,さかい,sakai,JLPT N3,Noun,perbatasan; batas
盛り,さかり,sakari,JLPT N3,Noun,"puncak (misalnya, musim bunga sakura); ketinggian (misalnya, musim panas)"
酒,さけ,sake,JLPT N3,Noun,alkohol; sake
作家,さっか,sakka,JLPT N3,Noun,penulis; pengarang
作品,さくひん,sakuhin,JLPT N3,Noun,"karya (misalnya buku, film, komposisi, dll.); opus"
作物,さくもつ,sakumotsu,JLPT N3,Noun,"hasil bumi (misalnya, pertanian); tanaman"
桜,さくら,sakura,JLPT N3,Noun,pohon ceri; bunga ceri
様々,さまざま,samazama,JLPT N3,Na-adjective,beragam; bervariasi
参加,さんか,sanka,JLPT N3,Noun,partisipasi
参考,さんこう,sankou,JLPT N3,Noun,referensi; konsultasi
賛成,さんせい,sansei,JLPT N3,Noun,persetujuan; kesepakatan
酸素,さんそ,sanso,JLPT N3,Noun,oksigen (O)
さっぱり,さっぱり,sappari,JLPT N3,Adverb,merasa segar; merasa lega
皿,さら,sara,JLPT N3,Noun,piring; hidangan
更に,さらに,sarani,JLPT N3,Adverb,selanjutnya; lagi
猿,さる,saru,JLPT N3,Noun,"monyet (khususnya makaka Jepang, Macaca fuscata); kera"
偖,さて,sate,JLPT N3,Conjunction,baiklah; sekarang
札,さつ,satsu,JLPT N3,Noun,uang kertas
騒ぎ,さわぎ,sawagi,JLPT N3,Noun,keributan; gangguan
左右,さゆう,sayuu,JLPT N3,Noun,kiri dan kanan
性,せい,sei,JLPT N3,Noun,sifat (seseorang)
所為,せい,sei,JLPT N3,Noun,konsekuensi; hasil
正,せい,sei,JLPT N3,Noun,(logis) benar; biasa
生物,せいぶつ,seibutsu,JLPT N3,Noun,makhluk hidup; makhluk
成長,せいちょう,seichou,JLPT N3,Noun,pertumbuhan; tumbuh hingga dewasa
制度,せいど,seido,JLPT N3,Noun,sistem; lembaga
政府,せいふ,seifu,JLPT N3,Noun,pemerintah; administrasi
制限,せいげん,seigen,JLPT N3,Noun,pembatasan; pengekangan
製品,せいひん,seihin,JLPT N3,Noun,barang manufaktur; barang jadi
成人,せいじん,seijin,JLPT N3,Noun,dewasa
性格,せいかく,seikaku,JLPT N3,Noun,karakter; kepribadian
正確,せいかく,seikaku,JLPT N3,Na-adjective,akurat; tepat waktu
清潔,せいけつ,seiketsu,JLPT N3,Na-adjective,bersih; higienis
世紀,せいき,seiki,JLPT N3,Noun,abad; era
成功,せいこう,seikou,JLPT N3,Noun,sukses; mengenai sasaran
請求,せいきゅう,seikyuu,JLPT N3,Noun,klaim; tuntutan
生命,せいめい,seimei,JLPT N3,Noun,kehidupan; eksistensi
青年,せいねん,seinen,JLPT N3,Noun,pemuda; pria muda
整理,せいり,seiri,JLPT N3,Noun,penyortiran; pengaturan
成績,せいせき,seiseki,JLPT N3,Noun,hasil; catatan
正式,せいしき,seishiki,JLPT N3,Na-adjective,bentuk yang semestinya; resmi
精神,せいしん,seishin,JLPT N3,Noun,pikiran; jiwa
精々,せいぜい,seizei,JLPT N3,Adverb,paling banyak; paling baik
製造,せいぞう,seizou,JLPT N3,Noun,manufaktur; produksi
世間,せけん,seken,JLPT N3,Noun,dunia; masyarakat
咳,せき,seki,JLPT N3,Noun,batuk; batuk berdahak
責任,せきにん,sekinin,JLPT N3,Noun,tugas; tanggung jawab (termasuk pengawasan staf)
石炭,せきたん,sekitan,JLPT N3,Noun,batu bara
石油,せきゆ,sekiyu,JLPT N3,Noun,minyak; petroleum
設計,せっけい,sekkei,JLPT N3,Noun,rencana; desain
積極的,せっきょくてき,sekkyokuteki,JLPT N3,Na-adjective,tegas; positif
先日,せんじつ,senjitsu,JLPT N3,Adverbial noun,beberapa hari yang lalu; beberapa hari yang lalu
選手,せんしゅ,senshu,JLPT N3,Noun,pemain (dalam permainan); anggota tim
センター,センター,senta-,JLPT N3,Noun,pusat; pusat
選択,せんたく,sentaku,JLPT N3,Noun,seleksi; pilihan
説,せつ,setsu,JLPT N3,Noun,teori; doktrin
設備,せつび,setsubi,JLPT N3,Noun,peralatan; perangkat
節約,せつやく,setsuyaku,JLPT N3,Noun,berhemat; menabung
セット,セット,setto,JLPT N3,Noun,mengatur
世話,せわ,sewa,JLPT N3,Noun,merawat; membantu
借金,しゃっきん,shakkin,JLPT N3,Noun,utang; pinjaman
氏,し,shi,JLPT N3,Suffix,Tuan; Nyonya
詩,し,shi,JLPT N3,Noun,puisi; bait puisi
幸せ,しあわせ,shiawase,JLPT N3,Na-adjective,kebahagiaan; keberuntungan
芝生,しばふ,shibafu,JLPT N3,Noun,halaman rumput
芝居,しばい,shibai,JLPT N3,Noun,bermain; drama
屡々,しばしば,shibashiba,JLPT N3,Adverb,sering; berulang kali
死亡,しぼう,shibou,JLPT N3,Noun,kematian; mortalitas
次第,しだい,shidai,JLPT N3,Noun,tergantung pada
指導,しどう,shidou,JLPT N3,Noun,kepemimpinan; bimbingan
刺激,しげき,shigeki,JLPT N3,Noun,rangsangan; dorongan
資源,しげん,shigen,JLPT N3,Noun,sumber daya
支配,しはい,shihai,JLPT N3,Noun,dominasi; kekuasaan
支払い,しはらい,shiharai,JLPT N3,Noun,pembayaran
資本,しほん,shihon,JLPT N3,Noun,dana; modal
詩人,しじん,shijin,JLPT N3,Noun,penyair
然も,しかも,shikamo,JLPT N3,Conjunction,selain itu; selanjutnya
式,しき,shiki,JLPT N3,Noun,persamaan; rumus
頻りに,しきりに,shikirini,JLPT N3,Adverb,sering; berulang kali
支給,しきゅう,shikyuu,JLPT N3,Noun,penyediaan; pasokan
姉妹,しまい,shimai,JLPT N3,Noun,saudara perempuan
仕舞った,しまった,shimatta,JLPT N3,Expression,Sialan!; Sial!
霜,しも,shimo,JLPT N3,Noun,"frost  しも: ichi1, news2, nf25. 霜: ichi1, berita2, nf25."
品,しな,shina,JLPT N3,Noun,artikel; barang
慎重,しんちょう,shinchou,JLPT N3,Na-adjective,hati-hati; waspada
身長,しんちょう,shinchou,JLPT N3,Noun,tinggi (tubuh); perawakan
進学,しんがく,shingaku,JLPT N3,Noun,"memasuki sekolah tingkat yang lebih tinggi, terutama melanjutkan ke universitas."
信号,しんごう,shingou,JLPT N3,Noun,sinyal; pemberian sinyal
神経,しんけい,shinkei,JLPT N3,Noun,saraf
真剣,しんけん,shinken,JLPT N3,Noun,keseriusan; kesungguhan
深刻,しんこく,shinkoku,JLPT N3,Na-adjective,serius; parah
信仰,しんこう,shinkou,JLPT N3,Noun,(agama) iman; kepercayaan
心配,しんぱい,shinpai,JLPT N3,Noun,khawatir; keprihatinan
審判,しんぱん,shinpan,JLPT N3,Noun,wasit; pengadilan
進歩,しんぽ,shinpo,JLPT N3,Noun,kemajuan; perkembangan
信頼,しんらい,shinrai,JLPT N3,Noun,ketergantungan; kepercayaan
心理,しんり,shinri,JLPT N3,Noun,keadaan pikiran; mentalitas
診察,しんさつ,shinsatsu,JLPT N3,Noun,pemeriksaan medis
親戚,しんせき,shinseki,JLPT N3,Noun,kerabat; hubungan
新鮮,しんせん,shinsen,JLPT N3,Na-adjective,segar
信用,しんよう,shinyou,JLPT N3,Noun,kepercayaan; ketergantungan
親友,しんゆう,shinyuu,JLPT N3,Noun,"teman dekat; sahabat karib (lama, akrab)"
心臓,しんぞう,shinzou,JLPT N3,Noun,jantung
知らせ,しらせ,shirase,JLPT N3,Noun,berita; kabar
尻,しり,shiri,JLPT N3,Noun,pantat; belakang
城,しろ,shiro,JLPT N3,Noun,kastil
印,しるし,shirushi,JLPT N3,Noun,tanda; isyarat
支出,ししゅつ,shishutsu,JLPT N3,Noun,pengeluaran; biaya
思想,しそう,shisou,JLPT N3,Noun,pemikiran; gagasan
舌,した,shita,JLPT N3,Noun,lidah
従って,したがって,shitagatte,JLPT N3,Conjunction,oleh karena itu; akibatnya
支度,したく,shitaku,JLPT N3,Noun,persiapan; pengaturan
親しい,したしい,shitashii,JLPT N3,I-adjective,akrab; dekat (misalnya teman)
支店,してん,shiten,JLPT N3,Noun,kantor cabang; toko cabang
質,しつ,shitsu,JLPT N3,Noun,kualitas; nilai
失望,しつぼう,shitsubou,JLPT N3,Noun,kekecewaan; keputusasaan
失業,しつぎょう,shitsugyou,JLPT N3,Noun,pengangguran
使用,しよう,shiyou,JLPT N3,Noun,penggunaan; aplikasi
自然,しぜん,shizen,JLPT N3,Noun,alam
職,しょく,shoku,JLPT N3,Noun,pekerjaan; tugas
植物,しょくぶつ,shokubutsu,JLPT N3,Noun,tumbuhan; vegetasi
職業,しょくぎょう,shokugyou,JLPT N3,Noun,pekerjaan; bisnis
食品,しょくひん,shokuhin,JLPT N3,Noun,makanan; produk makanan
食事,しょくじ,shokuji,JLPT N3,Noun,makan
食物,しょくもつ,shokumotsu,JLPT N3,Noun,makanan; bahan makanan
食料,しょくりょう,shokuryou,JLPT N3,Noun,makanan
食糧,しょくりょう,shokuryou,JLPT N3,Noun,makanan (khususnya makanan pokok seperti beras atau gandum); perbekalan
食卓,しょくたく,shokutaku,JLPT N3,Noun,meja makan
食欲,しょくよく,shokuyoku,JLPT N3,Noun,nafsu makan (untuk makanan)
署名,しょめい,shomei,JLPT N3,Noun,tanda tangan
書物,しょもつ,shomotsu,JLPT N3,Noun,buku
処理,しょり,shori,JLPT N3,Noun,pengolahan; penanganan
